item_code,predicted_price
1,9
1,8
1,7
1,8
1,7
1,9
2,8
1,10
1,9
1,8
1,7
1,9
1,7
1,10
1,6
1,9
1,9
1,7
1,10
1,8
1,9
2,8
1,7
1,7
1,8
1,8
1,8
1,9
1,10
1,10
1,8
1,7
1,7
1,9
1,6
1,8
1,9
1,8
1,6
1,10
1,8
1,10
1,9
1,7
1,7
1,8
1,7
1,7
1,10
1,8
1,9
2,9
1,8
1,8
1,8
1,7
1,8
1,8
1,10
1,9
1,8
1,8
1,9
1,9
1,7
1,7
1,9
1,9
1,7
1,7
1,8
1,7
1,9
1,6
1,9
1,7
1,9
2,10
1,8
1,9
1,9
1,9
1,9
1,9
1,8
1,7
1,9
1,8
1,6
1,9
1,8
1,9
1,7
1,7
1,8
1,7
1,7
1,7
1,9
1,9
1,9
1,11
1,9
1,7
1,7
2,9
1,7
1,10
1,8
1,8
1,9
1,6
1,7
1,10
1,8
3,8
1,10
1,6
1,9
1,10
1,9
1,9
1,7
1,8
1,8
1,7
1,10
1,9
1,9
1,9
1,7
1,7
1,9
1,8
1,7
1,9
2,9
1,8
1,9
1,8
1,9
1,9
1,9
1,9
1,9
1,8
1,8
1,9
1,9
1,10
1,8
1,10
1,8
1,9
1,7
1,8
1,9
1,7
1,7
1,9
1,10
1,8
1,9
1,8
1,9
2,9
1,10
1,9
1,7
1,8
1,9
1,8
1,7
1,7
1,9
1,8
1,7
1,9
1,6
1,8
1,7
2,8
1,9
1,8
1,7
1,9
1,10
1,9
1,7
1,8
1,6
1,10
1,6
1,6
1,8
2,8
1,10
1,8
1,9
1,7
1,8
1,6
1,7
1,9
1,8
1,10
1,8
1,9
1,10
1,9
1,9
2,10
1,7
1,9
1,8
1,8
1,7
1,8
1,7
1,9
1,7
1,8
1,9
1,7
1,6
2,8
1,9
1,9
1,6
1,8
1,10
1,8
1,10
1,9
1,7
1,7
1,8
1,7
1,9
1,9
1,8
2,9
1,8
1,8
1,7
1,9
1,9
1,8
1,9
1,9
1,7
1,8
1,7
1,10
1,7
1,7
2,10
1,9
1,8
1,10
1,7
1,8
1,6
1,9
1,10
1,8
1,8
1,7
1,10
1,9
1,9
2,7
1,8
1,8
1,8
1,6
1,6
1,7
1,8
1,10
1,10
1,9
1,7
2,7
1,7
1,9
1,9
1,8
1,7
1,9
1,7
1,9
1,9
1,7
1,7
1,7
1,6
1,9
1,8
1,9
1,8
1,8
1,8
1,7
1,9
1,8
1,7
1,9
1,9
1,8
1,9
1,9
1,7
2,7
1,10
1,7
1,10
1,8
1,9
1,8
1,8
1,6
1,10
3,7
1,7
1,7
1,10
1,6
1,9
1,9
1,9
1,9
1,7
1,6
1,10
1,9
1,9
1,7
1,9
1,10
1,10
1,10
1,7
1,9
2,7
1,9
1,9
1,9
1,7
1,7
1,8
1,9
1,9
1,10
1,7
1,8
1,9
1,9
1,9
1,8
1,9
1,9
1,8
1,9
1,8
1,9
1,9
1,7
1,10
1,9
1,8
1,9
1,8
1,9
2,7
1,10
1,9
1,8
1,7
1,9
1,7
1,6
1,10
1,7
1,9
1,7
1,10
1,7
1,8
1,10
1,9
1,6
1,10
1,6
1,7
1,7
1,8
1,8
1,10
1,6
1,7
1,10
1,10
1,7
2,6
1,9
1,10
1,9
1,7
1,8
1,8
1,8
1,8
1,7
1,7
1,7
1,7
1,8
1,9
1,6
2,7
1,9
1,7
1,8
1,9
1,7
1,8
1,8
1,8
1,9
1,10
1,9
1,7
1,8
1,10
2,7
1,7
1,8
1,9
1,10
1,9
1,10
1,10
1,8
1,8
1,10
1,7
1,9
1,8
1,9
1,9
2,6
1,9
1,9
1,8
1,8
1,7
1,10
1,9
1,6
1,8
1,7
1,8
1,10
1,7
1,9
2,9
1,7
1,6
1,9
1,8
1,10
1,8
1,9
1,9
1,8
1,10
1,7
1,8
1,8
1,9
1,9
2,9
1,9
1,7
1,9
1,8
1,6
1,9
1,9
1,8
1,9
1,10
1,8
2,10
1,8
1,8
1,9
1,8
1,9
1,8
1,9
1,8
1,8
1,7
1,9
1,7
1,9
1,10
1,9
2,10
1,7
1,9
1,8
1,8
1,9
1,9
1,10
1,9
1,8
1,9
1,9
1,7
1,9
1,8
2,7
1,8
1,8
1,8
1,6
1,9
1,8
1,8
1,9
1,7
1,6
1,9
1,8
1,9
1,8
1,9
1,10
1,9
2,8
1,7
1,7
1,7
1,9
1,10
1,9
1,8
1,8
1,10
1,9
1,8
1,8
1,9
1,9
2,7
1,9
1,10
1,9
1,6
1,8
1,7
1,10
1,7
1,10
1,9
1,9
1,7
1,7
1,9
1,7
2,9
1,10
1,7
1,7
1,7
1,8
1,8
1,8
1,8
1,9
1,8
1,9
1,8
1,9
1,9
2,7
1,10
1,7
1,9
1,8
1,9
1,9
1,9
1,7
1,8
1,7
1,9
1,8
1,10
1,7
1,9
1,8
1,10
1,7
1,8
1,8
1,8
1,10
1,7
1,7
1,7
1,9
1,8
1,10
1,8
1,8
1,8
1,8
1,7
1,8
1,10
1,9
1,8
1,7
1,7
1,7
1,6
1,6
1,8
1,9
1,8
1,10
1,8
1,8
1,7
1,9
1,8
1,9
1,6
1,9
1,8
1,8
1,9
1,9
1,9
1,9
1,6
1,7
1,9
1,8
1,8
1,7
1,6
1,9
1,8
1,9
1,8
1,7
1,10
1,7
1,7
1,7
1,8
1,10
1,10
1,9
1,8
1,7
1,10
1,10
2,9
1,6
1,7
1,9
1,8
1,10
1,8
1,10
1,6
1,9
1,9
1,10
1,9
1,10
1,9
1,9
1,9
1,8
1,8
1,8
1,9
1,6
1,10
1,9
1,6
1,10
1,9
1,7
1,8
1,7
2,7
1,10
1,7
1,9
1,6
1,10
1,7
1,10
1,8
1,7
1,10
1,8
1,10
1,9
1,9
1,9
1,8
1,7
1,7
1,9
1,10
1,9
1,9
1,7
1,8
1,10
1,8
1,9
1,8
1,9
1,8
1,9
2,8
1,10
1,9
1,9
1,8
1,9
1,9
1,6
2,9
1,8
1,7
1,8
1,10
1,9
1,9
1,9
1,6
2,9
1,9
1,9
1,9
1,9
1,7
1,10
1,9
1,7
1,9
1,9
1,9
1,8
1,10
2,10
1,8
1,8
1,9
1,9
1,8
1,7
1,9
2,9
1,7
1,8
1,10
1,9
1,7
1,9
1,10
1,9
2,7
1,8
1,10
1,9
1,9
1,8
1,8
1,7
1,8
1,7
1,10
1,7
1,10
1,7
1,9
2,10
1,9
1,9
1,9
1,10
1,9
1,7
2,10
1,9
1,10
1,8
1,8
1,10
1,7
1,7
1,8
2,7
1,9
1,10
1,9
1,9
1,8
1,10
1,10
1,6
1,10
1,7
1,9
1,9
1,6
1,9
2,8
1,7
1,9
1,9
1,7
1,10
1,7
1,6
1,7
1,9
1,9
1,7
1,10
1,7
1,7
1,6
2,10
1,9
1,9
1,9
1,7
1,8
1,7
1,7
1,10
1,7
1,8
1,8
1,7
1,10
1,9
2,8
1,8
1,7
1,10
1,8
1,8
1,7
1,9
2,8
1,8
1,8
1,10
1,8
1,8
1,8
1,10
2,9
1,8
1,8
1,9
1,8
1,9
1,8
1,7
1,8
1,9
1,9
2,7
1,7
1,8
1,8
1,7
1,8
2,9
1,7
1,9
1,9
1,9
1,9
1,9
1,10
2,7
1,8
1,10
1,9
1,6
1,6
1,10
1,10
1,6
1,10
1,6
1,7
1,7
1,7
2,10
1,9
1,7
1,9
1,9
1,8
1,6
2,9
1,10
1,7
1,9
3,9
1,6
1,9
1,9
1,10
1,7
1,8
1,10
2,10
1,9
1,8
1,10
1,7
1,8
1,9
1,8
1,7
1,8
1,7
1,7
2,8
3,10
1,9
1,8
2,9
1,9
1,7
1,10
1,9
1,9
1,7
1,7
1,8
1,8
1,8
1,7
1,9
1,10
1,9
1,8
2,10
1,6
1,8
1,9
1,9
1,6
1,9
1,8
1,9
1,9
1,8
1,10
1,8
2,8
3,8
1,8
1,9
2,6
1,7
1,9
1,8
1,8
1,11
1,10
2,9
1,7
1,9
1,9
1,8
1,10
1,8
1,9
1,7
2,9
1,8
1,8
1,8
1,8
1,7
1,5
1,8
1,8
1,8
1,6
1,8
1,8
2,8
1,6
1,8
2,9
1,9
1,7
1,9
1,6
1,7
1,8
1,6
1,9
1,7
1,9
1,8
1,9
1,8
1,10
1,8
1,6
1,7
1,8
1,7
1,9
1,8
1,9
1,8
1,9
1,8
1,8
2,8
1,7
1,9
2,9
1,7
1,8
1,8
1,10
1,10
1,9
1,9
1,8
1,10
1,9
1,8
1,8
1,8
1,9
1,8
1,8
1,9
1,9
1,10
1,9
1,8
1,8
1,6
1,9
1,9
1,7
1,10
2,10
1,9
1,7
2,10
1,8
1,9
1,8
1,8
1,8
1,7
1,7
2,8
1,7
1,7
1,8
1,9
1,10
1,8
1,7
1,9
2,6
1,9
1,9
1,8
1,10
1,9
1,6
1,9
1,9
1,7
2,9
1,7
1,9
2,9
1,9
1,8
1,7
1,9
1,7
1,10
1,9
2,7
1,8
1,8
1,10
1,8
1,9
1,8
1,9
1,9
2,9
1,10
1,6
1,9
1,8
1,7
1,10
1,9
1,8
1,9
1,10
1,7
1,9
2,8
1,9
1,9
2,9
1,8
1,7
1,7
1,6
1,7
1,9
1,6
2,9
1,7
1,8
1,10
1,9
1,8
1,8
1,8
1,10
1,8
2,9
1,9
1,8
1,8
1,6
1,6
1,9
1,7
1,9
1,6
1,7
1,10
1,9
1,9
2,9
1,10
1,6
1,8
1,7
1,9
1,6
1,9
2,10
1,8
1,7
1,10
1,7
1,7
1,7
1,7
1,10
2,7
1,8
1,10
1,8
1,7
1,7
1,9
1,6
1,8
1,8
1,8
1,10
2,7
1,7
1,7
2,9
1,8
1,8
1,8
1,8
1,9
1,8
1,8
1,8
1,8
1,7
1,7
1,7
1,8
1,9
2,7
1,10
1,9
1,7
1,9
1,9
1,10
1,8
1,10
1,9
1,7
1,9
1,9
2,8
1,7
1,6
2,8
1,10
1,8
1,8
1,10
1,9
1,10
1,8
1,8
1,7
1,9
1,7
1,7
1,10
1,10
1,7
1,8
1,8
1,9
1,9
1,9
1,8
1,7
1,10
2,9
1,9
1,10
2,10
1,6
1,8
1,8
1,7
1,9
1,7
1,8
1,7
1,7
1,7
1,7
1,10
1,7
1,7
1,8
1,9
1,9
1,7
1,9
1,8
1,8
1,6
1,6
1,9
1,7
1,10
2,7
1,7
1,7
2,7
1,8
1,9
1,9
1,9
1,7
1,10
1,9
1,9
1,10
1,8
1,8
1,9
1,8
1,10
1,8
1,8
1,8
1,9
1,6
1,9
1,9
1,7
1,7
1,7
1,9
1,7
2,7
1,10
1,7
2,7
1,9
1,8
1,7
1,8
1,9
1,10
1,7
2,7
1,9
1,7
1,10
1,9
1,10
1,8
1,7
1,7
1,7
1,10
1,8
1,8
1,9
1,9
1,8
1,10
1,7
1,7
1,9
2,10
1,9
1,6
2,10
1,7
1,10
1,9
1,7
1,8
1,7
1,9
2,8
1,8
1,6
1,8
1,8
1,8
1,8
1,7
1,8
2,9
1,8
1,8
1,9
1,8
1,8
1,7
1,9
1,9
1,7
1,9
1,9
2,8
1,8
1,8
2,7
1,8
1,7
1,7
1,8
1,8
1,8
1,6
1,7
1,7
1,8
1,7
1,8
1,10
1,7
1,9
2,6
1,9
1,7
1,9
1,10
1,10
1,9
1,7
1,9
1,9
1,8
1,8
2,9
1,7
1,7
2,9
1,9
1,9
1,9
1,7
1,8
1,10
1,10
1,10
1,8
1,9
1,7
1,9
1,10
1,7
1,7
2,7
1,10
1,8
1,9
1,8
1,6
1,10
1,6
1,7
1,7
1,9
1,9
2,9
1,7
1,10
1,9
1,10
1,8
1,10
1,9
1,10
2,9
1,10
1,9
1,8
1,7
1,9
1,9
1,7
1,7
2,10
1,6
1,8
1,8
1,8
1,8
1,10
1,7
1,10
2,9
1,7
1,7
2,7
1,6
1,10
1,7
1,8
1,7
1,8
2,8
1,7
1,9
1,8
1,7
1,8
1,9
1,7
1,7
2,8
1,10
1,9
1,7
1,7
1,7
1,6
1,7
1,9
1,10
1,6
1,8
1,7
2,9
1,9
1,8
2,9
1,8
1,8
1,8
1,6
1,9
1,9
2,6
1,8
1,8
1,9
1,9
1,7
1,6
1,7
1,9
1,6
1,8
2,7
1,8
1,7
1,7
1,8
1,7
1,8
1,10
1,9
1,10
1,9
1,10
1,10
2,10
1,7
1,8
2,7
1,9
1,7
1,8
1,10
1,8
1,10
2,7
1,8
1,9
1,9
1,10
1,8
1,8
1,9
1,7
1,7
1,8
1,6
1,10
1,10
1,7
1,9
1,10
1,8
1,10
1,7
1,10
2,10
1,8
1,9
2,8
1,8
1,8
1,9
1,9
1,8
1,8
2,9
1,10
1,8
1,9
1,7
1,7
1,7
1,9
1,9
2,8
1,8
1,7
1,9
1,9
1,8
1,10
1,7
1,7
1,7
1,8
1,6
1,8
2,7
1,9
1,8
2,9
1,7
1,8
1,8
1,7
1,7
1,10
2,9
1,7
1,8
1,10
1,7
1,8
1,10
1,10
1,9
1,7
1,8
1,9
1,9
1,8
1,8
1,9
1,7
1,7
1,8
1,9
1,8
2,9
1,10
1,8
2,9
1,10
1,9
1,7
1,9
1,7
1,9
2,8
1,9
1,7
1,10
1,7
1,9
1,7
1,7
1,9
1,10
1,8
1,9
1,7
1,7
1,8
1,10
1,8
1,10
1,7
1,8
1,6
2,10
1,8
1,8
1,7
1,8
1,7
1,10
1,7
2,9
1,7
1,6
1,9
1,7
1,9
1,10
1,8
1,10
2,7
1,7
1,7
1,7
1,8
1,10
1,8
1,8
1,10
1,9
1,8
1,7
2,8
1,8
1,10
2,10
1,9
1,8
1,9
1,9
1,9
1,10
2,6
1,10
1,7
1,10
1,6
1,9
1,7
1,8
1,7
2,6
1,9
1,7
1,9
1,10
1,10
1,7
1,9
1,10
1,8
1,8
1,10
1,8
2,7
1,9
1,7
2,8
1,9
1,9
1,8
1,8
1,8
1,8
2,8
1,8
1,7
1,9
1,7
1,8
1,6
1,8
1,8
2,9
1,9
1,7
1,7
1,8
1,10
1,7
1,8
1,10
1,8
1,8
1,8
1,9
2,10
1,10
1,8
2,7
1,9
1,8
1,10
1,8
1,8
1,9
2,9
1,7
1,8
1,9
1,10
1,10
1,7
1,9
1,9
2,9
1,7
1,10
1,10
1,9
1,8
1,7
1,10
1,7
1,7
1,8
1,9
1,10
2,8
1,9
1,7
2,7
1,8
1,8
1,9
1,8
1,7
1,9
2,9
1,8
1,7
1,8
1,7
1,9
1,9
1,8
1,9
2,7
1,10
1,10
1,8
1,7
1,9
1,10
1,9
1,9
1,7
1,7
1,7
2,9
1,9
1,9
2,6
1,8
1,8
1,7
1,10
1,8
1,10
2,7
1,9
1,8
1,6
1,9
1,9
1,10
1,10
1,8
2,8
1,6
1,9
1,8
1,8
1,10
1,8
1,7
1,9
1,7
2,10
1,6
1,7
2,9
1,9
1,7
1,7
1,9
1,7
1,9
2,8
1,9
1,10
1,10
1,9
1,10
1,9
1,10
1,9
2,8
1,9
1,9
1,7
1,7
1,9
1,7
1,10
1,9
1,9
1,8
1,9
1,7
2,8
1,6
1,10
2,9
1,8
1,9
1,7
1,9
1,10
1,6
1,6
1,8
1,9
1,7
1,10
1,10
1,10
1,10
1,9
2,8
1,9
1,8
1,10
1,10
1,9
1,9
1,8
1,9
1,9
1,8
1,10
1,7
2,9
1,9
1,8
2,10
1,9
1,8
1,9
1,7
1,7
1,8
1,8
1,9
1,8
1,9
1,8
1,9
1,7
1,8
1,10
1,9
1,10
1,8
1,8
1,10
1,8
1,8
1,7
1,7
1,9
2,10
1,7
1,9
2,7
1,8
1,7
1,9
1,10
1,7
1,7
2,7
1,10
1,7
1,7
1,8
1,9
1,9
1,9
1,7
2,8
1,7
1,9
1,7
1,7
1,8
1,7
1,10
1,9
2,10
1,8
1,8
2,7
1,8
1,8
1,7
1,10
1,8
1,8
2,8
1,7
1,10
1,9
1,8
1,8
1,10
1,9
1,7
1,10
1,8
1,10
1,9
1,8
1,9
1,8
1,7
1,10
1,7
1,7
1,7
2,8
1,9
1,7
2,10
1,8
1,10
1,7
1,8
1,9
1,9
2,8
1,10
1,9
1,10
1,10
1,7
1,9
1,10
1,7
1,10
1,7
1,10
1,8
1,9
1,7
1,7
1,9
1,9
1,10
1,10
1,8
2,9
1,7
1,10
2,10
1,8
1,8
1,8
1,7
1,9
1,8
2,9
1,7
1,9
1,10
1,7
1,9
1,8
1,9
1,8
1,8
1,9
1,9
1,7
1,10
1,10
1,9
1,8
1,10
1,9
1,9
2,9
1,9
1,10
2,8
1,10
1,9
1,9
1,7
1,10
1,10
2,8
1,10
1,9
1,9
1,10
1,9
1,9
1,9
1,9
1,10
1,6
1,7
1,10
1,8
1,9
1,8
1,7
1,7
2,9
1,10
1,7
2,10
1,8
1,7
1,8
1,9
1,8
1,7
2,6
1,7
1,10
1,8
1,9
1,8
1,9
1,8
1,8
1,10
1,8
1,10
1,7
1,7
1,9
1,6
1,7
1,7
1,9
1,7
1,9
2,9
1,9
1,7
2,10
1,7
1,8
1,10
1,8
1,8
1,7
2,8
1,7
1,7
3,8
1,9
1,8
1,8
1,8
1,8
1,7
1,9
2,7
1,9
1,9
1,7
1,9
1,8
1,9
1,8
1,9
1,10
1,8
1,7
1,7
2,8
1,8
1,10
2,10
1,7
1,10
1,9
1,9
1,10
1,6
2,9
1,7
1,7
1,9
1,9
1,10
1,9
1,9
1,9
2,9
1,7
1,9
1,8
1,6
1,8
1,10
1,8
1,7
1,9
1,8
1,10
1,9
2,9
1,7
1,8
2,10
1,10
1,8
1,8
1,10
1,7
1,7
2,6
1,9
1,9
1,8
1,8
1,9
1,7
1,10
1,9
2,10
1,8
1,10
1,8
1,9
1,9
1,8
1,8
1,7
1,7
1,7
1,8
2,7
1,9
1,9
2,9
1,7
1,10
1,7
1,9
